numTacs,Time
1,2341
2,3956
3,5587
4,6263
5,6642
6,7078
7,7253
8,7414
9,7575
10,7740
11,7912
12,8064
13,8245
14,8392
15,8713
16,8862
17,9012
18,9156
19,9292
20,9416
21,9537
22,9655
23,9773
24,9884
25,9986
26,10091
27,10213
28,10311
29,10404
30,10495
31,10588
32,10680
33,10773
34,10865
35,10958
36,11047
37,11136
38,11229
39,11317
40,11403
41,11491
42,11576
