numTacs,Time
1,3717
2,7112
3,8908
4,10582
5,12306
6,13803
7,15344
8,16810
9,18213
10,18836
11,19449
12,20024
13,20619
14,21183
15,21616
16,22073
17,22546
18,22987
19,23356
20,23701
21,24048
22,24391
23,24727
24,25060
25,25390
26,25707
27,26018
28,26334
29,26687
30,27006
31,27314
32,27623
33,27929
34,28228
35,28537
36,28825
37,29152
38,29422
39,29691
40,29942
41,30165
