numTacs,Time
1,180
2,350
3,496
4,566
5,646
6,705
7,731
8,754
9,782
10,804
11,836
12,856
13,890
14,907
15,926
16,942
17,963
18,985
19,1001
20,1017
21,1036
22,1055
23,1066
24,1081
25,1093
26,1108
27,1118
28,1130
29,1140
30,1149
31,1160
32,1172
33,1181
34,1189
35,1197
36,1209
37,1216
38,1225
