numTacs,Time
1,497
2,849
3,1037
4,1190
5,1347
6,1435
7,1476
8,1512
9,1553
10,1586
11,1629
12,1657
13,1700
14,1728
15,1755
16,1786
17,1814
18,1840
19,1859
20,1879
21,1896
22,1912
23,1928
24,1947
25,1962
26,1975
27,1991
28,2006
29,2022
30,2033
31,2048
32,2058
33,2067
34,2079
35,2088
36,2098
37,2109
38,2117
39,2127
40,2135
