numTacs,Time
1,3737
2,7224
3,10516
4,13319
5,21345
6,49297
7,51402
8,53504
9,55586
10,57319
11,58242
12,58847
13,58859
14,58871
15,58881
16,58892
17,58900
18,58909
19,58916
