ComprRate-per-TrainPortion, 0.20, 0.25, 0.30, 0.35, 0.40, 0.45, 0.50, 0.55, 0.60, 0.65, 0.70, 0.75, 0.80, 0.85, 0.90, 0.95, 1.00
CR_round1, 1.07, 1.07, 1.11, 1.13, 1.12, 1.17, 1.17, 1.17, 1.17, 1.17, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21
CR_round2, 1.09, 1.10, 1.13, 1.13, 1.13, 1.13, 1.13, 1.13, 1.13, 1.17, 1.21, 1.21, 1.24, 1.24, 1.24, 1.24, 1.24
CR_round3, 1.04, 1.07, 1.08, 1.08, 1.08, 1.09, 1.09, 1.13, 1.13, 1.13, 1.13, 1.13, 1.13, 1.13, 1.13, 1.13, 1.13
CR_round4, 1.09, 1.10, 1.10, 1.10, 1.10, 1.10, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12, 1.12
CR_round5, 1.02, 1.07, 1.09, 1.10, 1.10, 1.11, 1.11, 1.11, 1.13, 1.13, 1.13, 1.13, 1.13, 1.13, 1.13, 1.13, 1.13
